ref_num,area,city,district,Mukatat,date,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
19328462,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/28/25,2/19/2023,سكني,قطعة أرض,1,900000,550.0,1636.3636
19329530,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,ك ك 1/28/23,2/19/2023,سكني,قطعة أرض,1,735000,293.75,2502.1276
19326813,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/26/7/7,2/19/2023,سكني,قطعة أرض,1,550000,575.0,956.5217
19333767,منطقة مكة المكرمة,مكة المكرمة,الراشدية,1/20/58,2/19/2023,سكني,قطعة أرض,1,850000,500.0,1700.0
19342244,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/60,2/19/2023,سكني,قطعة أرض,1,400000,394.0,1015.2284
19338407,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/21/3ج/25,2/19/2023,سكني,قطعة أرض,1,6400000,825.58,7752.1257
19344492,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/32/1,2/19/2023,زراعي,شقة,1,1000000,450.55,2219.5094
19345184,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/67/أ,2/19/2023,زراعي,شقة,1,480000,163.71,2932.0139
19344997,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,أخرى,2/19/2023,سكني,قطعة أرض,1,1251250,445.72,2807.2556
19335898,منطقة مكة المكرمة,مكة المكرمة,المنار المعدل بالشرائع,ك ك 1/20/89/1,2/19/2023,سكني,قطعة أرض,1,780000,517.52,1507.1881
19336880,منطقة مكة المكرمة,مكة المكرمة,المنار المعدل بالشرائع,ك ك 1/20/89/1,2/19/2023,سكني,قطعة أرض,1,800000,560.07,1428.3928
19336564,منطقة مكة المكرمة,مكة المكرمة,المنار المعدل بالشرائع,ك ك 1/20/89/1,2/19/2023,سكني,قطعة أرض,1,825000,500.0,1650.0
19343610,منطقة مكة المكرمة,مكة المكرمة,ام الكتاد,1/7/41,2/19/2023,سكني,شقة,1,650000,163.19,3983.0871
19343393,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش,1/7/79,2/19/2023,تجاري,قطعة أرض,1,2000000,484.0,4132.2314
19344064,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش,1/7/79,2/19/2023,تجاري,قطعة أرض,1,2150000,484.0,4442.1487
19330550,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,163.76,3892.892
19331385,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,163.76,3892.892
19331942,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,164.1,3884.8263
19330584,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,180.56,3530.6823
19331478,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,180.56,3530.6823
19332055,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,138.07,4617.2231
19330638,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,138.68,4596.9137
19330706,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,138.68,4596.9137
19331606,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,138.68,4596.9137
19332171,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,228.61,2788.5919
19330674,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,133.95,4759.2385
19330800,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,133.95,4759.2385
19331706,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,133.95,4759.2385
19332288,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,230.45,2766.3267
19330973,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,134.39,4743.6565
19331771,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,134.39,4743.6565
19331065,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,133.7,4768.1376
19331823,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,133.7,4768.1376
19331215,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,230.45,2766.3267
19331901,منطقة مكة المكرمة,مكة المكرمة,جنوب المسفلة رقم 2,1/7/73,2/19/2023,زراعي,شقة,1,637500,230.45,2766.3267
19307948,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19308269,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19307951,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19308107,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19308013,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,166.77,3897.5834
19307995,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19307983,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19308022,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19308160,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,229.16,2836.4461
19307992,منطقة مكة المكرمة,مكة المكرمة,مخطط الريان,ك ك 1/20/72,2/19/2023,زراعي,شقة,1,650000,166.77,3897.5834
19344276,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/64/ب,2/19/2023,سكني,شقة,1,520000,294.94,1763.0704
19344218,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/7/119/ب,2/19/2023,تجاري,قطعة أرض,1,500000,630.0,793.6507
19331164,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,174786,81.06,2156.2546
19331710,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,132000,66.89,1973.3891
19331992,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,709081,143.04,4957.2217
19332953,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,212000,95.41,2221.9893
19333647,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,200000,96.76,2066.9698
19331991,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,160000,77.17,2073.3445
19333458,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,255000,117.35,2172.9867
19330911,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,222360,103.6,2146.332
19331360,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/19/2023,زراعي,شقة,1,212000,95.04,2230.6397
19345108,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,أخرى,2/19/2023,سكني,قطعة أرض,1,300000,571.25,525.1641
19344326,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 1,1/7/104,2/19/2023,زراعي,شقة,1,600000,202.52,2962.6703
19344231,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 1,1/7/104,2/19/2023,زراعي,شقة,1,600000,206.24,2909.2319
19343123,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 1,1/7/104,2/19/2023,تجاري,قطعة أرض,1,2450000,900.0,2722.2222
19342491,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 4,1/7/107,2/19/2023,تجاري,قطعة أرض,1,1200000,848.78,1413.7939
19062594,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 4,1/7/107,2/19/2023,سكني,قطعة أرض,1,2000000,912.0,2192.9824
19331682,المنطقة الشرقية,ابقيق,أخرى,أخرى,2/19/2023,سكني,قطعة أرض,1,370000,146.39,2527.495
19315379,المنطقة الشرقية,ابقيق,أشبيليه المنطقة الخامسة عشر,12/16,2/19/2023,سكني,قطعة أرض,1,180000,400.0,450.0
19344146,المنطقة الشرقية,ابقيق,أشبيليه المنطقة الخامسة عشر,12/16,2/19/2023,سكني,قطعة أرض,1,100000,400.0,250.0
19317211,المنطقة الشرقية,ابقيق,حي/أخرى,12/16,2/19/2023,سكني,قطعة أرض,1,170000,420.0,404.7619
19328645,المنطقة الشرقية,ابقيق,حي/أخرى,12/49,2/19/2023,سكني,قطعة أرض,1,60000,744.0,80.6451
19317901,المنطقة الشرقية,ابقيق,حي/أخرى,12/28,2/19/2023,تجاري,قطعة أرض,1,90000,600.0,150.0
19330812,المنطقة الشرقية,الجبيل,الفناتير,ها م/ف1,2/19/2023,سكني,قطعة أرض,1,33052,253.6,130.3312
19329561,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ5,2/19/2023,سكني,قطعة أرض,1,37879,493.3,76.7869
19345080,المنطقة الشرقية,الجبيل,ضاحية الملك فهد,7/199,2/19/2023,تجاري,قطعة أرض,1,300000,600.0,500.0
19333206,المنطقة الشرقية,الخبر,251/ 2,د,2/19/2023,زراعي,شقة,1,580000,144.19,4022.4703
19334263,المنطقة الشرقية,الخبر,البحر,ش خ 740,2/19/2023,زراعي,شقة,1,875000,181.53,4820.1399
19342324,المنطقة الشرقية,الخبر,الثقبة,5004,2/19/2023,سكني,قطعة أرض,1,640000,325.58,1965.7227
19332798,المنطقة الشرقية,الخبر,الصدفة,ش خ 740,2/19/2023,تجاري,قطعة أرض,1,4500000,584.5,7698.8879
19334044,المنطقة الشرقية,الخبر,العزيزية,209/2,2/19/2023,سكني,قطعة أرض,1,600000,875.0,685.7142
19340075,المنطقة الشرقية,الخبر,العزيزية,209/2,2/19/2023,تجاري,قطعة أرض,1,400000,1232.75,324.4777
19341097,المنطقة الشرقية,الخبر,العزيزية,385/2,2/19/2023,سكني,قطعة أرض,1,2571585,756.9,3397.5227
19331657,المنطقة الشرقية,الخبر,العزيزية,419/2,2/19/2023,تجاري,قطعة أرض,1,770000,875.0,880.0
19344300,المنطقة الشرقية,الخبر,حي/أخرى,1,2/19/2023,سكني,قطعة أرض,1,770000,436.5,1764.032
19339913,المنطقة الشرقية,الخفجي,السفانية,8/51,2/19/2023,سكني,قطعة أرض,1,20000,750.0,26.6666
19333303,المنطقة الشرقية,الخفجي,الملك فهد/ 34,أخرى,2/19/2023,سكني,قطعة أرض,1,800000,450.0,1777.7777
19332976,المنطقة الشرقية,الخفجي,الملك فهد/ 34,أخرى,2/19/2023,سكني,قطعة أرض,1,50000,593.0,84.317
19333726,المنطقة الشرقية,الخفجي,غرناطه,8/77/ش ف,2/19/2023,سكني,قطعة أرض,1,150000,875.0,171.4285
19334521,المنطقة الشرقية,الخفجي,غرناطه,8/77/ش ف,2/19/2023,سكني,قطعة أرض,1,100000,924.0,108.2251
19333677,المنطقة الشرقية,الدمام,1168/ ش د,9,2/19/2023,صناعي,قطعة أرض,1,3296975,5994.5,550.0
19334241,المنطقة الشرقية,الدمام,1168/ ش د,9,2/19/2023,صناعي,قطعة أرض,1,3300000,6000.0,550.0
19334547,المنطقة الشرقية,الدمام,الجامعة,1142/ش د,2/19/2023,زراعي,شقة,1,535000,98.02,5458.0697
19345647,المنطقة الشرقية,الدمام,حي/أخرى,58/1,2/19/2023,تجاري,قطعة أرض,1,4669255,3021.33,1545.4303
19344088,المنطقة الشرقية,الدمام,الراكة  الشمالية,71,2/19/2023,زراعي,شقة,1,995000,193.03,5154.6391
19331529,المنطقة الشرقية,الدمام,السيف,338/1,2/19/2023,تجاري,قطعة أرض,1,2650000,437.5,6057.1428
19339401,المنطقة الشرقية,الدمام,الفيصلية,ش د 1514,2/19/2023,سكني,قطعة أرض,1,1700000,312.5,5440.0
19330696,المنطقة الشرقية,الدمام,النور,461/1,2/19/2023,زراعي,شقة,1,420000,139.3,3015.0753
19332979,المنطقة الشرقية,الدمام,حي/أخرى,327/1,2/19/2023,تجاري,قطعة أرض,1,1000000,300.0,3333.3333
19332496,المنطقة الشرقية,الدمام,حي/أخرى,2722,2/19/2023,سكني,قطعة أرض,1,573000,325.22,1761.8842
19335557,المنطقة الشرقية,الدمام,حي/أخرى,115/1,2/19/2023,سكني,قطعة أرض,1,1050000,500.0,2100.0
19331517,المنطقة الشرقية,الدمام,حي/أخرى,ش د 1313,2/19/2023,سكني,قطعة أرض,1,875000,700.0,1250.0
19331634,المنطقة الشرقية,الدمام,حي/أخرى,ش د 1313,2/19/2023,سكني,قطعة أرض,1,2641380,2641.38,1000.0
19343669,المنطقة الشرقية,الدمام,ضاحية الملك فهد,294/1,2/19/2023,سكني,قطعة أرض,1,530000,422.37,1254.8239
19340935,المنطقة الشرقية,الدمام,ضاحية الملك فهد,294/1,2/19/2023,سكني,قطعة أرض,1,500000,500.0,1000.0
19328312,المنطقة الشرقية,الدمام,هجر,945/ش د,2/19/2023,زراعي,شقة,1,660000,208.12,3171.2473
19340951,المنطقة الشرقية,العيون,أخرى,أخرى,2/19/2023,تجاري,قطعة أرض,1,100000,121.78,821.1528
19332308,المنطقة الشرقية,العيون,الجامعيين,4/310,2/19/2023,سكني,قطعة أرض,1,400000,599.5,667.2226
19344736,المنطقة الشرقية,العيون,الربوة,4/739,2/19/2023,سكني,قطعة أرض,1,631220,529.35,1192.4435
19327187,المنطقة الشرقية,العيون,الرياض,19/474,2/19/2023,سكني,قطعة أرض,1,310000,750.0,413.3333
19335319,المنطقة الشرقية,العيون,السلام,4/895,2/19/2023,سكني,شقة,1,700000,400.0,1750.0
19335077,المنطقة الشرقية,العيون,السلام,4/895,2/19/2023,سكني,شقة,1,1500000,806.55,1859.7731
19310526,المنطقة الشرقية,العيون,حي/أخرى,321,2/19/2023,سكني,قطعة أرض,1,190000,231.08,822.226
19328350,المنطقة الشرقية,العيون,حي/أخرى,ب/1,2/19/2023,سكني,قطعة أرض,1,150000,139.1,1078.3608
19316413,المنطقة الشرقية,العيون,النخيل,4/1077,2/19/2023,سكني,قطعة أرض,1,275000,275.0,1000.0
19260627,المنطقة الشرقية,العيون,النزهه,4/1055,2/19/2023,سكني,قطعة أرض,1,888000,549.71,1615.3972
19344336,المنطقة الشرقية,العيون,حي/أخرى,4/1228,2/19/2023,سكني,قطعة أرض,1,700000,551.94,1268.2537
19292133,المنطقة الشرقية,العيون,ضاحية هجر,4/640,2/19/2023,سكني,قطعة أرض,1,250000,450.0,555.5555
19323638,المنطقة الشرقية,العيون,ضاحية هجر,4/640,2/19/2023,سكني,قطعة أرض,1,240000,385.5,622.568
19333156,المنطقة الشرقية,القطيف,حي/أخرى,3/422,2/19/2023,سكني,قطعة أرض,1,520000,348.5,1492.109
19333179,المنطقة الشرقية,القطيف,حي/أخرى,3/437,2/19/2023,سكني,قطعة أرض,1,1000000,1106.16,904.0283
19344293,المنطقة الشرقية,القطيف,حي/أخرى,أخرى,2/19/2023,سكني,قطعة أرض,1,750000,107.82,6956.0378
19329895,المنطقة الشرقية,القطيف,تاروت,3/421,2/19/2023,سكني,شقة,1,500000,167.477,2985.4845
19336126,المنطقة الشرقية,القطيف,دانة الرامس,376/3,2/19/2023,سكني,قطعة أرض,1,1500000,600.0,2500.0
19330236,المنطقة الشرقية,القطيف,حي/أخرى,3/713,2/19/2023,تجاري,قطعة أرض,1,1100000,1000.0,1100.0
19313381,المنطقة الشرقية,النعيريه,الربيع,10/77,2/19/2023,سكني,قطعة أرض,1,300000,630.0,476.1904
19324184,المنطقة الشرقية,النعيريه,الربيع,10/77,2/19/2023,سكني,قطعة أرض,1,65000,600.0,108.3333
19328184,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,2/19/2023,سكني,قطعة أرض,1,50000,864.1,57.8636
19331475,المنطقة الشرقية,النعيريه,حي/أخرى,أخرى,2/19/2023,زراعي,أرض زراعية,1,900000,152.397,5905.628
19333154,المنطقة الشرقية,النعيريه,حي/أخرى,10/95,2/19/2023,سكني,قطعة أرض,1,10000,660.0,15.1515
19327930,المنطقة الشرقية,حرض,4/ 608,ج,2/19/2023,سكني,قطعة أرض,1,65000,750.0,86.6666
19333847,المنطقة الشرقية,حفر الباطن,أخرى,أخرى,2/19/2023,زراعي,قطعة أرض,1,200000,10000.0,20.0
19333701,المنطقة الشرقية,حفر الباطن,أخرى,أخرى,2/19/2023,زراعي,قطعة أرض,1,200000,10000.0,20.0
19342322,المنطقة الشرقية,حفر الباطن,البلدية,29/ج,2/19/2023,تجاري,قطعة أرض,1,100000,317.75,314.7128
19329766,المنطقة الشرقية,حفر الباطن,التلال,4/ح/د,2/19/2023,تجاري,قطعة أرض,1,25000,704.0,35.5113
19342592,المنطقة الشرقية,حفر الباطن,الربوة,9/94,2/19/2023,سكني,قطعة أرض,1,550000,475.0,1157.8947
19334824,المنطقة الشرقية,حفر الباطن,السلمانية,121/ح/1424,2/19/2023,سكني,قطعة أرض,1,40000,714.5,55.9832
19331384,المنطقة الشرقية,حفر الباطن,السليمانية,9/93,2/19/2023,سكني,قطعة أرض,1,90000,495.0,181.8181
19333491,المنطقة الشرقية,حفر الباطن,الشفاء,12/ح,2/19/2023,سكني,قطعة أرض,1,95000,600.0,158.3333
19299996,المنطقة الشرقية,حفر الباطن,العزيزية,33,2/19/2023,سكني,قطعة أرض,1,40000,337.5,118.5185
19332643,المنطقة الشرقية,حفر الباطن,العزيزية,816/26,2/19/2023,سكني,قطعة أرض,1,100000,337.5,296.2962
19331633,المنطقة الشرقية,حفر الباطن,العزيزية,816/26,2/19/2023,سكني,قطعة أرض,1,50000,344.25,145.2432
19329799,المنطقة الشرقية,حفر الباطن,المحمدية,9/87,2/19/2023,سكني,قطعة أرض,1,235000,399.0,588.9724
19329905,المنطقة الشرقية,حفر الباطن,المحمدية,9/87,2/19/2023,سكني,قطعة أرض,1,100000,399.0,250.6265
19342107,المنطقة الشرقية,حفر الباطن,المروج,11/ح,2/19/2023,سكني,قطعة أرض,1,200000,400.0,500.0
19333446,المنطقة الشرقية,حفر الباطن,النهضة,98/ح,2/19/2023,سكني,قطعة أرض,1,50000,750.0,66.6666
19331515,المنطقة الشرقية,حفر الباطن,الواحة,9/72,2/19/2023,سكني,قطعة أرض,1,90000,550.0,163.6363
19335148,المنطقة الشرقية,حفر الباطن,الوادى,3/ح/د/1409,2/19/2023,تجاري,قطعة أرض,1,200000,936.0,213.6752
19292319,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,2/19/2023,سكني,قطعة أرض,1,145000,550.0,263.6363
19270378,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,2/19/2023,سكني,قطعة أرض,1,120000,400.0,300.0
19270350,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,2/19/2023,سكني,قطعة أرض,1,120000,400.0,300.0
19344232,المنطقة الشرقية,حفر الباطن,اليرموك,9/155,2/19/2023,سكني,قطعة أرض,1,60000,400.0,150.0
19328477,المنطقة الشرقية,قرية العليا,حي/أخرى,أخرى,2/19/2023,سكني,قطعة أرض,1,40000,430.0,93.0232
19331694,المنطقة الشرقية,قرية العليا,اللهابه,ش ع 64,2/19/2023,سكني,قطعة أرض,1,20000,910.0,21.978
19236199,المنطقة الشرقية,قرية العليا,حي/أخرى,18/43,2/19/2023,تجاري,قطعة أرض,1,35000,600.0,58.3333
19356076,منطقة الرياض,الافلاج,أخرى,أخرى,2/20/2023,تجاري,قطعة أرض,1,40000,798.0,50.1253
19348025,منطقة الرياض,الافلاج,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,70000,2500.0,28.0
19345009,منطقة الرياض,الافلاج,الريان,872,2/20/2023,سكني,قطعة أرض,1,40000,680.0,58.8235
19350786,منطقة الرياض,البجاديه,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,10000,520.0,19.2307
19344102,منطقة الرياض,البجاديه,البطين,أخرى,2/20/2023,سكني,قطعة أرض,1,50000,720.0,69.4444
19350991,منطقة الرياض,الخرج,حي/أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,50000,1000.0,50.0
19352679,منطقة الرياض,الخرج,البدع,أخرى,2/20/2023,سكني,قطعة أرض,1,50000,530.0,94.3396
19353063,منطقة الرياض,الخرج,الخزامى,1163,2/20/2023,سكني,قطعة أرض,1,800000,500.0,1600.0
19353335,منطقة الرياض,الخرج,الصفا,899,2/20/2023,تجاري,قطعة أرض,1,470000,718.12,654.4867
19348958,منطقة الرياض,الخرج,العفجه,أخرى,2/20/2023,زراعي,أرض زراعية,1,1150000,6000.0,191.6666
19353922,منطقة الرياض,الخرج,الفيصلية,1646,2/20/2023,سكني,قطعة أرض,1,270000,450.0,600.0
19328524,منطقة الرياض,الخرج,المحمدية,1407,2/20/2023,تجاري,قطعة أرض,1,605529,672.81,900.0
19347563,منطقة الرياض,الخرج,حي/أخرى,34,2/20/2023,سكني,قطعة أرض,1,475000,375.94,1263.4994
19354826,منطقة الرياض,الخرج,حي/أخرى,1031,2/20/2023,سكني,قطعة أرض,1,1769508,660.0,2681.0727
19356932,منطقة الرياض,الخرج,الورود,1209,2/20/2023,زراعي,شقة,1,518000,200.63,2581.8671
19308280,منطقة الرياض,الخرج,قرب الثليماء,1548,2/20/2023,سكني,قطعة أرض,1,1441485,360.0,4004.125
19357122,منطقة الرياض,الخرج,هجرة الصيعان,827,2/20/2023,تجاري,قطعة أرض,1,100000,630.0,158.7301
19357119,منطقة الرياض,الخرج,هجرة الصيعان,827,2/20/2023,تجاري,قطعة أرض,1,100000,630.0,158.7301
19357126,منطقة الرياض,الخرج,هجرة الصيعان,827,2/20/2023,تجاري,قطعة أرض,1,100000,630.0,158.7301
19350880,منطقة الرياض,الدرعيه,حي/أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,520000,600.0,866.6666
19355665,منطقة الرياض,الدرعيه,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,1350000,3000.0,450.0
19355817,منطقة الرياض,الدرعيه,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,900000,2000.0,450.0
19353372,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 51,2/20/2023,زراعي,أرض زراعية,1,1700000,2000.0,850.0
19350882,منطقة الرياض,الدرعيه,عقرباء,267,2/20/2023,سكني,قطعة أرض,1,1700000,360.0,4722.2222
19350615,منطقة الرياض,الدرعيه,عقرباء,273/أ/2/س,2/20/2023,سكني,قطعة أرض,1,300000,500.0,600.0
19352171,منطقة الرياض,الدلم,حي/أخرى,أخرى,2/20/2023,زراعي,قطعة أرض,1,350000,5348.0,65.445
19352264,منطقة الرياض,الدلم,حي/أخرى,أخرى,2/20/2023,زراعي,قطعة أرض,1,450000,6339.0,70.9891
19347277,منطقة الرياض,الدوادمي,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,630000,600.0,1050.0
19356536,منطقة الرياض,الدوادمي,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,1000000,650.0,1538.4615
19353003,منطقة الرياض,الدوادمي,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,20000,600.0,33.3333
19351005,منطقة الرياض,الدوادمي,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,34700,400.0,86.75
19350230,منطقة الرياض,الدوادمي,أخرى,أخرى,2/20/2023,سكني,قطعة أرض,1,60000,600.0,100.0
19355581,منطقة الرياض,الرياض,اشبيليا,2958/أ,2/20/2023,سكني,شقة,1,708000,147.41,4802.9306
19349554,منطقة الرياض,الرياض,اشبيليا,3183,2/20/2023,سكني,شقة,1,460000,182.66,2518.34
19356091,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,436000,110.41,3948.9176
19355981,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,435700,92.31,4719.9653
19355907,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,437000,111.48,3919.9856
19355912,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,435300,65.18,6678.4289
19356012,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,440000,111.48,3946.8963
19356971,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,سكني,قطعة أرض,1,2000000,552.0,3623.1884
19355717,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,964000,124.82,7723.1212
19355834,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,437000,122.2,3576.1047
19355648,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,963000,124.61,7728.1117
19355878,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,436000,125.91,3462.7908
19355731,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,965000,123.31,7825.8048
19355661,منطقة الرياض,الرياض,الازدهار,1822/أ,2/20/2023,زراعي,شقة,1,963000,123.87,7774.2794
19356575,منطقة الرياض,الرياض,الامانة,2357,2/20/2023,تجاري,قطعة أرض,1,4860000,1080.0,4500.0
19352416,منطقة الرياض,الرياض,البديعة,1638,2/20/2023,سكني,قطعة أرض,1,1320951,650.0,2032.2323
19347578,منطقة الرياض,الرياض,الحزم,2083,2/20/2023,سكني,قطعة أرض,1,1400000,287.5,4869.5652
19347927,منطقة الرياض,الرياض,الحزم,2083,2/20/2023,سكني,قطعة أرض,1,700750,287.5,2437.3913
19356998,منطقة الرياض,الرياض,الحزم,2825,2/20/2023,سكني,قطعة أرض,1,820000,345.0,2376.8115
19353295,منطقة الرياض,الرياض,الحزم,2825,2/20/2023,سكني,قطعة أرض,1,648000,360.0,1800.0
