ref_num,area,city,district,Mukatat,date,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
19092447,المنطقة الشرقية,العيون,حي/أخرى,1529,1/22/2023,زراعي,أرض زراعية,1,2350000,20638.46,113.865
19097614,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,300000,625.0,480.0
19079961,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,170000,360.0,472.2222
19079955,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,170000,360.0,472.2222
19090412,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,500000,625.0,800.0
19080107,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,350000,625.0,560.0
19064080,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,300000,750.0,400.0
19087910,المنطقة الشرقية,العيون,ضاحية هجر,4/640,1/22/2023,سكني,قطعة أرض,1,375000,625.0,600.0
19094384,المنطقة الشرقية,العيون,حي/أخرى,أخرى,1/22/2023,سكني,قطعة أرض,1,20000,162.1,123.3806
19092084,المنطقة الشرقية,العيون,حي/أخرى,4/414,1/22/2023,سكني,قطعة أرض,1,1532826,564.89,2713.4946
19072234,المنطقة الشرقية,العيون,منسوبى التعليم,4/161,1/22/2023,سكني,قطعة أرض,1,180000,460.0,391.3043
19095915,المنطقة الشرقية,العيون,منسوبى التعليم,4/161,1/22/2023,سكني,قطعة أرض,1,680000,452.0,1504.4247
19096214,المنطقة الشرقية,القطيف,حي/أخرى,19,1/22/2023,سكني,قطعة أرض,1,850000,310.0,2741.9354
19090880,المنطقة الشرقية,القطيف,حي/أخرى,3/267,1/22/2023,سكني,قطعة أرض,1,1205000,378.45,3184.0401
19092805,المنطقة الشرقية,القطيف,حي/أخرى,21/ج/لوحه 1,1/22/2023,سكني,بيت,1,216500,460.74,469.8962
19095421,المنطقة الشرقية,القطيف,حي/أخرى,3/713,1/22/2023,تجاري,قطعة أرض,1,800000,1000.0,800.0
19089877,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,سكني,قطعة أرض,1,50000,850.0,58.8235
19096276,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,تجاري,قطعة أرض,1,100000,900.0,111.1111
19097675,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,تجاري,قطعة أرض,1,100000,900.0,111.1111
19080387,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,سكني,قطعة أرض,1,200000,725.0,275.862
19082819,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,سكني,قطعة أرض,1,220000,750.0,293.3333
19082843,المنطقة الشرقية,النعيريه,الخليج,10/119,1/22/2023,سكني,قطعة أرض,1,220000,895.5,245.6728
19096134,المنطقة الشرقية,النعيريه,الربيع,10/77,1/22/2023,سكني,قطعة أرض,1,20000,744.0,26.8817
19089097,المنطقة الشرقية,النعيريه,الربيع,10/77,1/22/2023,تجاري,قطعة أرض,1,100000,582.0,171.8213
19080534,المنطقة الشرقية,النعيريه,السلمانية,10/64,1/22/2023,سكني,قطعة أرض,1,70000,500.0,140.0
19089418,المنطقة الشرقية,النعيريه,المحمدية,10/16,1/22/2023,سكني,قطعة أرض,1,80000,500.0,160.0
19091538,المنطقة الشرقية,النعيريه,ش ن/ 170,أخرى,1/22/2023,سكني,قطعة أرض,1,20000,900.0,22.2222
19091084,المنطقة الشرقية,النعيريه,حي/أخرى,أخرى,1/22/2023,زراعي,أرض زراعية,1,100000,32000.0,3.125
19087726,المنطقة الشرقية,النعيريه,حي/أخرى,أخرى,1/22/2023,زراعي,أرض زراعية,1,200000,60000.0,3.3333
19083133,المنطقة الشرقية,حرض,4/ 236,2ب,1/22/2023,سكني,قطعة أرض,1,115000,500.0,230.0
19077148,المنطقة الشرقية,حرض,4/ 236,3أ,1/22/2023,سكني,قطعة أرض,1,40000,400.0,100.0
19093668,المنطقة الشرقية,حرض,4/ 608,ب,1/22/2023,سكني,قطعة أرض,1,20000,750.0,26.6666
19083641,المنطقة الشرقية,حفر الباطن,121/ ح,أخرى,1/22/2023,تجاري,قطعة أرض,1,35000,690.0,50.7246
19093717,المنطقة الشرقية,حفر الباطن,121/ ح,أخرى,1/22/2023,تجاري,قطعة أرض,1,40000,690.0,57.971
19092686,المنطقة الشرقية,حفر الباطن,حي/أخرى,12/أ,1/22/2023,تجاري,قطعة أرض,1,150000,588.0,255.102
19089493,المنطقة الشرقية,حفر الباطن,أبو موسى الأشعرى,816/26,1/22/2023,سكني,قطعة أرض,1,40000,208.2,192.1229
19095770,المنطقة الشرقية,حفر الباطن,البلدية,9/168,1/22/2023,تجاري,قطعة أرض,1,250000,600.0,416.6666
19096574,المنطقة الشرقية,حفر الباطن,الربوة,20/ح,1/22/2023,سكني,قطعة أرض,1,210000,400.0,525.0
19090809,المنطقة الشرقية,حفر الباطن,الروضة,18/26,1/22/2023,تجاري,قطعة أرض,1,100000,500.0,200.0
19091720,المنطقة الشرقية,حفر الباطن,السليمانية,9/133,1/22/2023,تجاري,قطعة أرض,1,500000,720.0,694.4444
19092530,المنطقة الشرقية,حفر الباطن,السليمانية,9/93,1/22/2023,سكني,قطعة أرض,1,80000,675.0,118.5185
19079125,المنطقة الشرقية,حفر الباطن,العزيزية,33,1/22/2023,سكني,قطعة أرض,1,50000,337.5,148.1481
19092653,المنطقة الشرقية,حفر الباطن,الفيحاء,9/104,1/22/2023,سكني,قطعة أرض,1,200000,420.0,476.1904
19093066,المنطقة الشرقية,حفر الباطن,الفيحاء,9/104,1/22/2023,سكني,قطعة أرض,1,100000,500.0,200.0
19090038,المنطقة الشرقية,حفر الباطن,المروج,11/ح,1/22/2023,سكني,قطعة أرض,1,100000,400.0,250.0
19090016,المنطقة الشرقية,حفر الباطن,الوادى,9/136,1/22/2023,تجاري,قطعة أرض,1,200000,500.0,400.0
19090237,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,1/22/2023,سكني,قطعة أرض,1,100000,625.0,160.0
19090000,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,1/22/2023,سكني,قطعة أرض,1,120000,440.0,272.7272
19081806,المنطقة الشرقية,حفر الباطن,اليرموك,9/145,1/22/2023,سكني,قطعة أرض,1,70000,400.0,175.0
19069656,المنطقة الشرقية,حفر الباطن,غرناطة,9/153,1/22/2023,سكني,قطعة أرض,1,62000,400.0,155.0
19088545,المنطقة الشرقية,حفر الباطن,غرناطة,91/ح,1/22/2023,سكني,قطعة أرض,1,100000,775.0,129.0322
19088285,المنطقة الشرقية,حفر الباطن,غرناطة,91/ح,1/22/2023,سكني,قطعة أرض,1,100000,775.0,129.0322
18935853,منطقة الرياض,الافلاج,الأندلس,874,1/23/2023,سكني,قطعة أرض,1,20000,660.0,30.303
19102290,منطقة الرياض,الافلاج,الأندلس,874,1/23/2023,سكني,قطعة أرض,1,300000,690.0,434.7826
19103825,منطقة الرياض,الافلاج,الريان,872,1/23/2023,سكني,قطعة أرض,1,84000,630.0,133.3333
19101861,منطقة الرياض,الافلاج,حي/أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,20000,672.0,29.7619
19105024,منطقة الرياض,الافلاج,الملك عبدالله,876,1/23/2023,سكني,قطعة أرض,1,75000,660.0,113.6363
19104891,منطقة الرياض,البجاديه,حي/أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,10000,625.0,16.0
19093585,منطقة الرياض,البجاديه,حي/أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,10000,312.5,32.0
19084668,منطقة الرياض,البجاديه,أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,10000,400.0,25.0
19097307,منطقة الرياض,البجاديه,أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,51000,460.0,110.8695
19105699,منطقة الرياض,الخرج,الثليماء,1427,1/23/2023,سكني,قطعة أرض,1,185000,499.0,370.7414
19106840,منطقة الرياض,الخرج,الثليماء,1427,1/23/2023,سكني,قطعة أرض,1,95000,550.0,172.7272
19101280,منطقة الرياض,الخرج,الهياثم,185 مشرفة,1/23/2023,سكني,قطعة أرض,1,210000,300.0,700.0
19100039,منطقة الرياض,الخرج,الورود,1209,1/23/2023,سكني,قطعة أرض,1,348600,420.0,830.0
19102461,منطقة الرياض,الخرج,اليمامة,421,1/23/2023,سكني,قطعة أرض,1,20000,163.4,122.399
19108702,منطقة الرياض,الخرج,مشرف,1041,1/23/2023,تجاري,قطعة أرض,1,200000,625.0,320.0
19098436,منطقة الرياض,الخرج,مشرف,1041,1/23/2023,سكني,قطعة أرض,1,150000,625.0,240.0
19098135,منطقة الرياض,الخرج,هجرة الصيعان,827,1/23/2023,سكني,قطعة أرض,1,87000,630.0,138.0952
19103435,منطقة الرياض,الدرعيه,السلمانية,14/م,1/23/2023,تجاري,قطعة أرض,1,13298462,2829.46,4700.0
19100242,منطقة الرياض,الدرعيه,العمارية,من اصل القطعة رقم 11,1/23/2023,زراعي,أرض زراعية,1,1750000,2000.0,875.0
19106296,منطقة الرياض,الدرعيه,عرقه,2216/أ,1/23/2023,تجاري,قطعة أرض,1,5200000,800.0,6500.0
19105796,منطقة الرياض,الدرعيه,عقرباء,273/أ/2/س,1/23/2023,سكني,قطعة أرض,1,310000,500.0,620.0
19109134,منطقة الرياض,الدوادمي,أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,80000,600.0,133.3333
19096719,منطقة الرياض,الدوادمي,أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,300000,600.0,500.0
19102940,منطقة الرياض,الرياض,اشبيليا,2683,1/23/2023,سكني,شقة,1,400000,145.36,2751.7886
19107257,منطقة الرياض,الرياض,اشبيليا,2903,1/23/2023,سكني,شقة,1,467598,156.76,2982.891
19107249,منطقة الرياض,الرياض,الاندلس,2249,1/23/2023,سكني,شقة,1,541874,187.36,2892.1541
19105870,منطقة الرياض,الرياض,البديعة,2008/د,1/23/2023,سكني,قطعة أرض,1,300000,400.0,750.0
19109113,منطقة الرياض,الرياض,البيان,2670,1/23/2023,سكني,قطعة أرض,1,958500,450.0,2130.0
19104936,منطقة الرياض,الرياض,التعاون,2489,1/23/2023,سكني,شقة,1,550000,133.39,4123.2476
19093189,منطقة الرياض,الرياض,الجرادية,أخرى,1/23/2023,سكني,قطعة أرض,1,510000,558.0,913.9784
19108617,منطقة الرياض,الرياض,الحزم,1973,1/23/2023,سكني,قطعة أرض,1,400000,300.0,1333.3333
19106363,منطقة الرياض,الرياض,الخير,3312/ب,1/23/2023,سكني,قطعة أرض,1,600000,487.5,1230.7692
19108746,منطقة الرياض,الرياض,الخير,3312/ب,1/23/2023,سكني,قطعة أرض,1,650000,455.0,1428.5714
19108879,منطقة الرياض,الرياض,الخير,3421,1/23/2023,سكني,قطعة أرض,1,800000,849.58,941.6417
19108935,منطقة الرياض,الرياض,الخير,3421,1/23/2023,سكني,قطعة أرض,1,800000,850.34,940.8001
19108918,منطقة الرياض,الرياض,الخير,3421,1/23/2023,سكني,قطعة أرض,1,800000,780.0,1025.641
19108784,منطقة الرياض,الرياض,الخير,3479,1/23/2023,سكني,قطعة أرض,1,1158065,4340.0,266.8352
19108300,منطقة الرياض,الرياض,الخير,3537,1/23/2023,سكني,قطعة أرض,1,700000,750.0,933.3333
19108684,منطقة الرياض,الرياض,الخير,3538,1/23/2023,سكني,قطعة أرض,1,400000,390.0,1025.641
19083860,منطقة الرياض,الرياض,الخير,3539,1/23/2023,سكني,قطعة أرض,1,550000,600.0,916.6666
19102636,منطقة الرياض,الرياض,الخير,3539,1/23/2023,سكني,قطعة أرض,1,840000,780.0,1076.923
19109052,منطقة الرياض,الرياض,الخير,3540,1/23/2023,سكني,قطعة أرض,1,375000,375.0,1000.0
19104757,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,1/23/2023,سكني,شقة,1,407416,106.09,3840.2865
19105717,منطقة الرياض,الرياض,الدريهمية,3271,1/23/2023,سكني,شقة,1,397445,156.3,2542.8342
19071845,منطقة الرياض,الرياض,الرابية,3094,1/23/2023,سكني,قطعة أرض,1,260000,414.0,628.0193
19108761,منطقة الرياض,الرياض,الرابية,3097,1/23/2023,سكني,قطعة أرض,1,200000,400.0,500.0
19109135,منطقة الرياض,الرياض,الرابية,3097,1/23/2023,سكني,قطعة أرض,1,200000,400.0,500.0
19103892,منطقة الرياض,الرياض,الرابية,3097,1/23/2023,سكني,قطعة أرض,1,243750,400.0,609.375
19108297,منطقة الرياض,الرياض,الربيع,1637/ك,1/23/2023,زراعي,شقة,1,979000,127.02,7707.4476
19104007,منطقة الرياض,الرياض,الرمال,3083,1/23/2023,سكني,قطعة أرض,1,800000,300.0,2666.6666
19108451,منطقة الرياض,الرياض,الرمال,3242,1/23/2023,سكني,قطعة أرض,1,837850,335.14,2500.0
19108753,منطقة الرياض,الرياض,الريان,1519/أ,1/23/2023,زراعي,شقة,1,1025000,167.96,6102.6434
19108680,منطقة الرياض,الرياض,الريان,1519/أ,1/23/2023,زراعي,شقة,1,840000,135.01,6221.7613
19108907,منطقة الرياض,الرياض,الريان,1519/أ,1/23/2023,زراعي,شقة,1,649000,92.94,6982.9997
19104120,منطقة الرياض,الرياض,الزهرة,1176,1/23/2023,سكني,قطعة أرض,1,920000,500.0,1840.0
19090819,منطقة الرياض,الرياض,السلى,3066,1/23/2023,سكني,قطعة أرض,1,1400000,600.0,2333.3333
19108893,منطقة الرياض,الرياض,السويدى,2050,1/23/2023,سكني,قطعة أرض,1,900000,460.0,1956.5217
19101180,منطقة الرياض,الرياض,السويدى,2140,1/23/2023,سكني,قطعة أرض,1,1400000,872.49,1604.6029
19102210,منطقة الرياض,الرياض,الصحافة,1863/أ ب,1/23/2023,زراعي,شقة,1,960000,142.38,6742.52
18904928,منطقة الرياض,الرياض,الصحافة,1863/أ ب,1/23/2023,زراعي,شقة,1,759000,95.98,7907.8974
19109048,منطقة الرياض,الرياض,الصفاء,3203/1,1/23/2023,سكني,قطعة أرض,1,2805000,825.0,3400.0
19108743,منطقة الرياض,الرياض,الصفاء,3203/1,1/23/2023,سكني,قطعة أرض,1,2016000,640.0,3150.0
19108790,منطقة الرياض,الرياض,الصفاء,3203/1,1/23/2023,سكني,قطعة أرض,1,2016000,640.0,3150.0
19108829,منطقة الرياض,الرياض,الصفاء,3203/1,1/23/2023,سكني,قطعة أرض,1,2016000,640.0,3150.0
19108872,منطقة الرياض,الرياض,الصفاء,3203/1,1/23/2023,سكني,قطعة أرض,1,2016000,640.0,3150.0
19104629,منطقة الرياض,الرياض,العارض,3185,1/23/2023,سكني,قطعة أرض,1,1829580,310.5,5892.3671
19109533,منطقة الرياض,الرياض,العريجاء,2008/د,1/23/2023,سكني,قطعة أرض,1,520000,400.0,1300.0
19106352,منطقة الرياض,الرياض,العزيزية,3017,1/23/2023,سكني,قطعة أرض,1,3000000,798.82,3755.5394
19106813,منطقة الرياض,الرياض,العوالي,2516,1/23/2023,زراعي,شقة,1,512881,173.56,2955.0645
19108135,منطقة الرياض,الرياض,الفاروق,1949,1/23/2023,سكني,قطعة أرض,1,1200000,500.0,2400.0
19109553,منطقة الرياض,الرياض,الفاروق,3203/1,1/23/2023,سكني,قطعة أرض,1,715000,325.0,2200.0
19109608,منطقة الرياض,الرياض,الفاروق,3203/1,1/23/2023,سكني,قطعة أرض,1,660000,300.0,2200.0
19101941,منطقة الرياض,الرياض,الفاروق,3203/1,1/23/2023,سكني,قطعة أرض,1,780000,300.0,2600.0
19108193,منطقة الرياض,الرياض,حي/أخرى,577,1/23/2023,سكني,قطعة أرض,1,622000,625.0,995.2
19102107,منطقة الرياض,الرياض,الفيحاء,2028,1/23/2023,سكني,قطعة أرض,1,1163782,231.0,5038.0173
19102219,منطقة الرياض,الرياض,القادسية,2670,1/23/2023,تجاري,قطعة أرض,1,1680000,700.0,2400.0
19108393,منطقة الرياض,الرياض,القادسية,3173,1/23/2023,سكني,قطعة أرض,1,1000000,260.0,3846.1538
19106885,منطقة الرياض,الرياض,القدس,2938,1/23/2023,زراعي,شقة,1,690000,106.08,6504.5248
19109330,منطقة الرياض,الرياض,المرسلات,2187,1/23/2023,سكني,قطعة أرض,1,1400000,262.5,5333.3333
19108837,منطقة الرياض,الرياض,المروة,2153,1/23/2023,تجاري,قطعة أرض,1,1800000,875.0,2057.1428
19108233,منطقة الرياض,الرياض,المروج,1578/أ ج,1/23/2023,تجاري,قطعة أرض,1,4750000,750.0,6333.3333
19107007,منطقة الرياض,الرياض,الملقا,2460,1/23/2023,سكني,قطعة أرض,1,1029734,200.0,5148.67
19108736,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1089000,154.07,7068.2157
19108383,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1699000,240.71,7058.2859
19091875,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,سكني,قطعة أرض,1,4650000,750.0,6200.0
19108389,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1329000,193.42,6871.0578
19108586,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,989000,137.65,7184.8892
19108931,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1130000,167.5,6746.2686
19108636,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1139000,165.26,6892.1699
19108197,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1279000,193.42,6612.5529
19108660,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1139000,165.3,6890.5021
19108700,منطقة الرياض,الرياض,الملقا,3114,1/23/2023,زراعي,شقة,1,1039000,148.19,7011.2693
19108663,منطقة الرياض,الرياض,الملك فهد,1324/أ,1/23/2023,زراعي,شقة,1,1100000,154.64,7113.2953
19103101,منطقة الرياض,الرياض,المنصورة,2303,1/23/2023,سكني,قطعة أرض,1,1000000,420.0,2380.9523
19100585,منطقة الرياض,الرياض,المنصورة,2303,1/23/2023,سكني,قطعة أرض,1,1000000,600.0,1666.6666
19108714,منطقة الرياض,الرياض,المهدية,2566/أ,1/23/2023,سكني,قطعة أرض,1,2600000,375.0,6933.3333
19105792,منطقة الرياض,الرياض,المهدية,2566/ب,1/23/2023,سكني,قطعة أرض,1,1320000,212.28,6218.2023
19109166,منطقة الرياض,الرياض,المونسية,2232,1/23/2023,تجاري,قطعة أرض,1,4300000,750.0,5733.3333
19108734,منطقة الرياض,الرياض,المونسية,3259,1/23/2023,سكني,قطعة أرض,1,1728000,540.0,3200.0
19107342,منطقة الرياض,الرياض,النرجس,2737,1/23/2023,زراعي,شقة,1,493519,120.12,4108.5497
19108920,منطقة الرياض,الرياض,النرجس,2737,1/23/2023,سكني,قطعة أرض,1,700000,281.25,2488.8888
19108975,منطقة الرياض,الرياض,النرجس,2737,1/23/2023,سكني,قطعة أرض,1,1980000,450.0,4400.0
19108315,منطقة الرياض,الرياض,النسيم,911,1/23/2023,سكني,قطعة أرض,1,800000,375.0,2133.3333
19109403,منطقة الرياض,الرياض,النظيم,1501,1/23/2023,سكني,قطعة أرض,1,567000,586.5,966.7519
19103429,منطقة الرياض,الرياض,النهضة,1353/أ,1/23/2023,سكني,قطعة أرض,1,1840000,375.0,4906.6666
19105199,منطقة الرياض,الرياض,حي/أخرى,أخرى,1/23/2023,سكني,قطعة أرض,1,300000,112.5,2666.6666
19103246,منطقة الرياض,الرياض,الياسمين,1637/ك,1/23/2023,سكني,شقة,1,186270,159.7,1166.3744
19102849,منطقة الرياض,الرياض,الياسمين,3019,1/23/2023,سكني,قطعة أرض,1,2195750,321.0,6840.3426
19108576,منطقة الرياض,الرياض,الياسمين,3019,1/23/2023,زراعي,شقة,1,1054000,146.51,7194.0481
19102411,منطقة الرياض,الرياض,اليرموك,2525,1/23/2023,سكني,شقة,1,827881,190.77,4339.6812
19109154,منطقة الرياض,الرياض,اليمامة,1191,1/23/2023,سكني,قطعة أرض,1,300000,232.0,1293.1034
19104754,منطقة الرياض,الرياض,اليمامة,2392,1/23/2023,سكني,قطعة أرض,1,150000,285.0,526.3157
19102561,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1029000,154.33,6667.5306
19108085,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1129000,160.46,7036.0214
19108570,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1179000,157.96,7463.9149
19105569,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,959000,138.9,6904.2476
19109605,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,759000,99.67,7615.1299
19109606,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,669000,94.8,7056.962
19104815,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,909000,134.04,6781.5577
19108024,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,949000,134.46,7057.861
19108947,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,899000,134.52,6683.0211
19103743,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,899000,134.04,6706.9531
19108456,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,959000,134.5,7130.1115
19109552,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,819000,121.51,6740.1859
19108334,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1039000,134.02,7752.5742
19103863,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,979000,136.85,7153.818
19105122,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,899000,121.36,7407.7125
19107422,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,695764,132.46,5252.6347
19107522,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1249000,160.3,7791.6406
19108192,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1029000,152.12,6764.3965
19107813,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,1039000,152.03,6834.1774
19105862,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,699000,99.75,7007.5187
19109557,منطقة الرياض,الرياض,حطين,3057,1/23/2023,زراعي,شقة,1,739000,99.68,7413.7239
19105016,منطقة الرياض,الرياض,سدرة,3967/14,1/23/2023,سكني,قطعة أرض,1,854000,250.0,3416.0
19106630,منطقة الرياض,الرياض,سلطانة,1129,1/23/2023,سكني,قطعة أرض,1,370000,255.0,1450.9804
19097019,منطقة الرياض,الرياض,شرق الرياض,3128,1/23/2023,سكني,قطعة أرض,1,530000,870.0,609.1954
19108589,منطقة الرياض,الرياض,شرق الرياض,3132,1/23/2023,سكني,قطعة أرض,1,900000,900.0,1000.0
19108849,منطقة الرياض,الرياض,شرق الرياض,3133,1/23/2023,سكني,قطعة أرض,1,520000,900.0,577.7777
19103392,منطقة الرياض,الرياض,شرق الرياض,3134,1/23/2023,سكني,قطعة أرض,1,385000,936.0,411.3247
19095852,منطقة الرياض,الرياض,شرق الرياض,3134,1/23/2023,سكني,قطعة أرض,1,420000,957.0,438.8714
19107904,منطقة الرياض,الرياض,شرق الرياض,3136,1/23/2023,سكني,قطعة أرض,1,427200,900.0,474.6666
19107808,منطقة الرياض,الرياض,شرق الرياض,3136,1/23/2023,سكني,قطعة أرض,1,427200,900.0,474.6666
19095070,منطقة الرياض,الرياض,شرق الرياض,3136,1/23/2023,سكني,قطعة أرض,1,425000,900.0,472.2222
19095175,منطقة الرياض,الرياض,شرق الرياض,3136,1/23/2023,سكني,قطعة أرض,1,425000,900.0,472.2222
19081757,منطقة الرياض,الرياض,شرق الرياض,3136,1/23/2023,سكني,قطعة أرض,1,410000,900.0,455.5555
19108394,منطقة الرياض,الرياض,شرق الرياض,3146,1/23/2023,سكني,قطعة أرض,1,900000,2150.0,418.6046
19108131,منطقة الرياض,الرياض,شرق الرياض,3147,1/23/2023,تجاري,قطعة أرض,1,500000,960.0,520.8333
19108093,منطقة الرياض,الرياض,شرق الرياض,3147,1/23/2023,تجاري,قطعة أرض,1,500000,960.0,520.8333
19102945,منطقة الرياض,الرياض,شرق الرياض,3441,1/23/2023,سكني,قطعة أرض,1,216000,750.0,288.0
19100298,منطقة الرياض,الرياض,شرق الرياض,شرق الرياض,1/23/2023,سكني,قطعة أرض,1,300000,750.0,400.0
19107476,منطقة الرياض,الرياض,طويق,2509,1/23/2023,زراعي,شقة,1,523229,184.57,2834.8539
19050377,منطقة الرياض,الرياض,طويق,2509,1/23/2023,سكني,قطعة أرض,1,1042581,450.0,2316.8466
19101323,منطقة الرياض,الرياض,طويق,2509,1/23/2023,سكني,قطعة أرض,1,1075000,250.0,4300.0
19103811,منطقة الرياض,الرياض,طويق,3063,1/23/2023,سكني,قطعة أرض,1,1666413,300.0,5554.71
19107582,منطقة الرياض,الرياض,طيبة,3390,1/23/2023,سكني,قطعة أرض,1,771404,324.38,2378.0874
19092774,منطقة الرياض,الرياض,عريض,3096,1/23/2023,سكني,قطعة أرض,1,220000,450.0,488.8888
19108911,منطقة الرياض,الرياض,عريض,3097,1/23/2023,سكني,قطعة أرض,1,220000,400.0,550.0
19108673,منطقة الرياض,الرياض,عريض,3099,1/23/2023,سكني,قطعة أرض,1,280000,486.0,576.1316
19107905,منطقة الرياض,الرياض,غرناطة,1822/هـ,1/23/2023,زراعي,شقة,1,494499,105.82,4673.0202
19108217,منطقة الرياض,الرياض,قرطبة,2405,1/23/2023,زراعي,شقة,1,767000,147.23,5209.536
19108225,منطقة الرياض,الرياض,قرطبة,2405,1/23/2023,زراعي,شقة,1,777000,143.49,5415.0114
19107475,منطقة الرياض,الرياض,قرطبة,3250,1/23/2023,سكني,قطعة أرض,1,4300000,690.87,6224.0363
19107565,منطقة الرياض,الرياض,لبن,2351,1/23/2023,زراعي,شقة,1,532564,145.4,3662.751
19103098,منطقة الرياض,الرياض,لبن,2351,1/23/2023,سكني,شقة,1,514539,142.81,3602.9619
19107938,منطقة الرياض,الرياض,لبن,2351,1/23/2023,زراعي,شقة,1,623648,244.94,2546.1255
19108744,منطقة الرياض,الرياض,لبن,2351,1/23/2023,سكني,شقة,1,390000,179.11,2177.4328
19107728,منطقة الرياض,الرياض,لبن,2351/أ,1/23/2023,زراعي,شقة,1,423644,123.45,3431.7051
19107305,منطقة الرياض,الرياض,لبن,2351/أ,1/23/2023,زراعي,شقة,1,489139,131.52,3719.1225
19107641,منطقة الرياض,الرياض,لبن,2351/أ,1/23/2023,زراعي,شقة,1,403205,109.5,3682.2374
19102627,منطقة الرياض,الرياض,لبن,2351/أ,1/23/2023,تجاري,شقة,1,113356,172.83,655.8815
19100949,منطقة الرياض,الرياض,لبن,2351/د,1/23/2023,زراعي,شقة,1,436000,94.36,4620.6019
19105172,منطقة الرياض,الرياض,منفوحة,بدون,1/23/2023,سكني,قطعة أرض,1,150000,153.16,979.3679
19109099,منطقة الرياض,الرياض,نمار,2516,1/23/2023,تجاري,قطعة أرض,1,2160000,900.0,2400.0
19103078,منطقة الرياض,الرياض,نمار,3020,1/23/2023,سكني,قطعة أرض,1,800000,600.0,1333.3333
19102497,منطقة الرياض,الرياض,نمار,3020,1/23/2023,سكني,قطعة أرض,1,350000,450.0,777.7777
19102658,منطقة الرياض,الرياض,نمار,3020,1/23/2023,سكني,قطعة أرض,1,350000,450.0,777.7777
